"code","nom","adresse","latitude","longitude","horaires","jours_ouvert","image_url","email","telephone","ispmr","zone","paiement","acces","ouvert","actif","region.code","region.libelle","type.code","type.libelle"
424,"Libre-service du Hurtault (IUT Fontainebleau)","Route de Hurtault - 77300 Fontainebleau",48.398224,2.687616,"Ouverture de 8 H à 16 h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/424/preview","restaurant.fontainebleau@crous-creteil.fr",NA,FALSE,"Sud seine-et-marne","Carte bancaire, IZLY","",TRUE,NA,13,"Créteil",6,"Libre-service"
913,"Crous Market' IUT - Clos Courtel","Rue du Clos Courtel 35700 Rennes",48.127544,-1.6291106,"9h-15h, du lundi au vendredi","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/913/preview",NA,"02.99.27.05.44",TRUE,"Rennes est-beaulieu","Carte bancaire, IZLY","",FALSE,NA,24,"Rennes",2,"Cafétéria"
1005,"La Crouzzéria","31 avenue Jules Ferry - 13621 Aix-en-Provence cedex 1",43.51901,5.447949,"Cafétéria : du lundi au vendredi de 11h à 14h, Pizzéria : du dimanche au jeudi : 18h00-23h00","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, FALSE, FALSE, TRUE)",NA,NA,NA,TRUE,"Aix","Carte bancaire, IZLY","",TRUE,NA,26,"Aix-Marseille",16,"Pizzéria"
75,"Restaurant LE MADRILLET","1 Avenue de l'Université, 76800 Saint Etienne du Rouvray",49.386715,1.069684,"du lundi au vendredi de 11h30 à 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/75/preview","resto-madrillet@crous-normandie.fr","02.35.65.00.06",TRUE,"Saint etienne du rouvray","Carte bancaire, IZLY","Métro",TRUE,NA,31,"Normandie",1,"Restaurant"
1601,"Le 1431","Présidence de l'université - 15 Rue de l'Hôtel Dieu - 86000 Poitiers",46.58613,0.345952,"Horaires d'ouverture du lundi au vendredi, de 11h45 à 13h30., Fermeture à partir du vendredi 3 avril après le service., Réouverture le lundi 13 avril 2026., Le 1873 sera ouvert sur cette période, , Entrée + Plat ou Plat + Dessert, Entrée + Plat + Dessert., Buffet d'entrées et de desserts maison, plat à base de viande ou de type végétarien., Un plat à base de poisson vous est proposé 1 fois par semaine.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,"direction.ru.rabelais@crous-poitiers.fr","06.72.88.64.93",FALSE,"Poitiers centre ville","Carte bancaire, IZLY","",TRUE,NA,2,"Poitiers",5,"Brasserie"
673,"Cafet' Aquarium","54 avenue Paul Alduy - 66000 Perpignan",42.680824,2.902812,"du lundi au vendredi de 7h00 à 17h30.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/673/preview",NA,"04.68.50.37.94",TRUE,"Perpignan","Carte bancaire, IZLY","Bus C - arrêt campus.",TRUE,NA,18,"Montpellier",2,"Cafétéria"
2287,"Cafet' Bridoux","88 Rue Claude Bernard 57070 Metz",49.11966,6.21206,"","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,NA,TRUE,"Metz","Carte bancaire, IZLY","",TRUE,NA,19,"Nancy-Metz",2,"Cafétéria"
2330,"Restaurant agrée - Hopitaux du Léman - CHR Thonon","3, Avenue de la Dame - 74200 Thonon-les-Bains",46.35896,6.479,"","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,NA,TRUE,"Chablais","","",TRUE,NA,15,"Grenoble",4,"Restaurant agréé"
721,"Cafétéria IUT","41 boulevard Napoléon III 06041 Nice",43.686516,7.2282515,"11h - 14h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/721/preview",NA,"04.97.25.82.09",FALSE,"Nice","Carte bancaire, IZLY","bus n° 12",TRUE,NA,20,"Nice",2,"Cafétéria"
724,"Cafétéria Saint Jean d'Angély ","5 rue du 22ème BCA 06357 Nice",43.70932,7.2886496,"8h - 17h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/724/preview",NA,"04.92.00.12.87",TRUE,"Nice","Carte bancaire, IZLY","",TRUE,NA,20,"Nice",2,"Cafétéria"
815,"RU Cuvier","4 place Jussieu 75005 Paris",48.84752,2.354047,"Du lundi au vendredi de 11h30 à 14h00, Accessible aux étudiants de Sorbonne Université., Un guichet Izly est à votre disposition dans le hall de 11h30 à 14h.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/815/preview",NA,NA,FALSE,"Paris 05","IZLY","Métro : Jussieu, Bus : 63, 24, 67, 89",TRUE,NA,22,"Paris",1,"Restaurant"
107,"Cafet' Capitole","2 rue du Doyen Gabriel Marty 31000 Toulouse Cedex.",43.60695,1.4366,"Du lundi au vendredi de 8h00 à 18h30., Le samedi de 9h00 à 16h00., Attention, ces horaires sont susceptibles d'évoluer.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/107/preview","restaurant.arsenal@crous-toulouse.fr","05.62.25.62.71",FALSE,"Toulouse","Carte bancaire, IZLY","Métro ligne B station Compans-Caffarelli, Métro ligne A station Capitole, Bus 16, 70, 71 arrêt Compans-Caffarelli",TRUE,NA,5,"Toulouse",2,"Cafétéria"
1432,"Cafétéria Stendhal - Saint-Martin-d'Hères","1491 rue des universités  38400 St Martin Hères",45.190495,5.774634,"du lundi au vendredi de 8h15 à 14h00","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1432/preview",NA,NA,FALSE,"Saint martin d'heres","Carte bancaire, IZLY","Lignes B, C",TRUE,NA,15,"Grenoble",2,"Cafétéria"
9,"Resto U' de la Nive","79 rue Bourgneuf 64100 Bayonne",43.49086,-1.47005,"SELF : 11h30 - 13h30, CAFET' : 11h30-14h, ","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/9/preview","restauration.cote-basque@crous-bordeaux.fr","05.59.63.20.66",TRUE,"Côte basque","Carte bancaire, IZLY","",TRUE,NA,1,"Bordeaux",1,"Restaurant"
1435,"Libre-Service InBox  - Saint-Martin-d'Hères","16-508 Rue de la Papeterie, 38610 Gières, France",45.19625,5.774447,"du lundi au vendredi de 9h30 à 10h45 et de 11h20 à 14h00","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1435/preview",NA,NA,TRUE,"Saint martin d'heres","Carte bancaire, IZLY","",TRUE,NA,15,"Grenoble",2,"Cafétéria"
1603,"Cafet' Richter","80 rue Brumaire 34000 Montpellier",43.602993,3.8989596,"du lundi au vendredi de 7h30 à 17h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1603/preview","ru.richter@crous-montpellier.fr","04.67.15.84.47",TRUE,"Montpellier","Carte bancaire, IZLY","Tramway ligne 1, ligne 3 - arrêt Port Marianne.",TRUE,NA,18,"Montpellier",2,"Cafétéria"
1181,"R.U. Les Botaniques","49 rue Sainte Barbe , 59200 TOURCOING",50.724422,3.164209,"11h30 - 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1181/preview","restaurant.botanique@crous-lille.fr","03.74.09.11.89",TRUE,"Tourcoing","IZLY","Métro : Tourcoing Centre",TRUE,NA,16,"Lille",1,"Restaurant"
838,"Cafétéria Pierre Mendès France","31 Rue Baudricourt, 75013 Paris",48.827435,2.364424,"Du lundi au vendredi de 8h30 à 16h00, Vente à emporter, Accessible aux étudiants et personnels de l'Université Paris 1 - Panthéon Sorbonne.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/838/preview",NA,NA,TRUE,"Paris 13","Carte bancaire, IZLY","Métro : Tolbiac, Olympiades, Bus : 62, 64",TRUE,NA,22,"Paris",2,"Cafétéria"
1259,"Cafeteria IAE","104 avenue du peuple Belge , 59000 LILLE",50.64638,3.062294,"7h30 - 16h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1259/preview","restaurant.chatelet@crous-lille.fr","03.74.09.13.13",FALSE,"Lille (centre)","Carte bancaire, IZLY","",TRUE,NA,16,"Lille",2,"Cafétéria"
819,"Cafétéria Olympe de Gouges","8 place Paul Ricoeur 75013 Paris",48.82674,2.382824,"Du lundi au jeudi de 8h à 18h - le vendredi de 8h00 à 16h30, Vente à emporter ou sur place, Accessible à tout étudiant et personnel d'établissement d'enseignement supérieur.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/819/preview",NA,NA,TRUE,"Paris 13","Carte bancaire, IZLY","RER C, Métro : Bibliothèque F. Mitterrand",TRUE,NA,22,"Paris",2,"Cafétéria"
66,"Cafétéria de la faculté de Droit","5 rue Félix Eboué 87031 Limoges",45.82481,1.2634704,"Du lundi au vendredi: 8h00 -15h30.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/66/preview",NA,"05.19.56.13.91",TRUE,"Limoges (87)","Carte bancaire, IZLY","Bus lignes 1 - 2 - 4",TRUE,NA,3,"Limoges",2,"Cafétéria"
1103,"Cafétéria de l'IAE",NA,-20.87627,55.447617,"8h00 - 14h15, Prestations : restauration rapide : pizzas, croque-monsieur, sandwichs, salades et desserts, viennoiseries, boissons chaudes et froides, etc., ","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,NA,TRUE,"Site nord","Espèces, IZLY","",TRUE,NA,29,"La Réunion",1,"Restaurant"
2381,"FJT LOUISE MICHEL","9 Bd Pasteur, 14100 Lisieux",49.14699,0.221601,"","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,NA,NA,"Lisieux","","",TRUE,NA,31,"Normandie",4,"Restaurant agréé"
103,"Cafet' Manufacture des Tabacs","21 allées de Brienne, 31000 Toulouse",43.605396,1.4325866,"Du lundi au vendredi de 8h00 à 17h00., Le mercredi de 8h00 à 16h00., Attention, les horaires sont susceptibles d'évoluer.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/103/preview","restaurant.arsenal@crous-toulouse.fr","05.61.12.45.45",FALSE,"Toulouse","Carte bancaire, IZLY","Métro ligne B station Compans-Caffarelli. Bus 16, 70, 71 arrêt Compans-Caffarelli",TRUE,NA,5,"Toulouse",2,"Cafétéria"
1651,"L'Oiseau Blanc - Saint-Martin-d'Hères","40 rue des universités 38400 Saint-Martin-d'Hères",45.19064,5.768981,"Ouvert du lundi au vendredi de 11h45 à 14h00","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, TRUE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,"oiseau.blanc@crous-grenoble.fr","04.76.82.40.80",TRUE,"Saint martin d'heres","Carte bancaire, IZLY","",TRUE,NA,15,"Grenoble",1,"Restaurant"
1264,"Cafeteria IUT B (Tourcoing)","49 rue Sainte Barbe , 59200 TOURCOING",50.72456,3.1639411,"09h - 11h, 11h30 - 14h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1264/preview","restaurant.botanique@crous-lille.fr","03.74.09.11.89",TRUE,"Tourcoing","Carte bancaire, IZLY","",TRUE,NA,16,"Lille",2,"Cafétéria"
1581,"L'Express","4 place jussieu 75005 Paris",48.8466,2.35455,"Du lundi au vendredi de 8h00 à 15h00, Vente à emporter, Accessible aux étudiants et personnels de Sorbonne Université.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1581/preview",NA,NA,FALSE,"Paris 05","Espèces, Carte bancaire","Métro : 7,10 arrêt Jussieu, Bus : 67 arrêt Jussieu",FALSE,NA,22,"Paris",9,"Sandwicherie"
115,"Resto U' Lapérouse","Place de Verdun, 81000 Albi",43.91809,2.1365,"Du lundi au vendredi de 11h30 à 13h30., Attention, ces horaires sont susceptibles d'évoluer.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/115/preview","contact.albi@crous-toulouse.fr","05.62.25.62.45",TRUE,"Albi","Carte bancaire, IZLY","A proximité de la gare SNCF,  En voiture en venant de Toulouse, sortie direction Centre Universitaire avenue François Verdier , Bus ligne H",TRUE,NA,5,"Toulouse",1,"Restaurant"
1609,"Cafet' Sudalternance","71 rue du Monte Cinto, Montpellier",43.636765,3.851896,"Du lundi au vendredi de 10h30 à 14h00","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1609/preview","ru.triolet@crous-montpellier.fr","07.63.47.23.76",TRUE,"Montpellier","Espèces, IZLY","",TRUE,NA,18,"Montpellier",2,"Cafétéria"
1683,"Restaurant administratif Bullier","38 avenue Georges Bernanos 75005 Paris",48.8401,2.3373718,"Du lundi au vendredi de 11h30 à 14h00, Accessible à tout personnel d'établissement d'enseignement supérieur.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)",NA,NA,NA,FALSE,"Paris 05","Carte bancaire, IZLY","RER B : Port-Royal",TRUE,NA,22,"Paris",1,"Restaurant"
1846,"Brasserie La Pinède","5 rue du Docteur Georges Salan",43.841618,4.356945,"du lundi au vendredi de 7h30 à 20h00, (vente à emporter à partir de 18h00), A partir du 23 mai : 7h30 -15h","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, TRUE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1846/preview","ru.nimes@crous-montpellier.fr",NA,TRUE,"Nîmes","Carte bancaire, IZLY","",TRUE,NA,18,"Montpellier",5,"Brasserie"
101,"Resto U' Auch","7 chemin de Landon, 32000 Auch",43.6468,0.57769,"Du lundi au vendredi de 11h40 à 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/101/preview","restaurant.auch@crous-toulouse.fr","05.62.25.62.17",TRUE,"Auch","Carte bancaire, IZLY","Sur le site de l'IUT.",TRUE,NA,5,"Toulouse",1,"Restaurant"
2266,"Resto U' Du Guesclin","3 rue de l'école des Andelys",43.34846,3.2236094,"11h30 - 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/2266/preview","rbe@crous-montpellier.fr","07.86.04.66.21",TRUE,"Béziers","Carte bancaire, IZLY","PMR",TRUE,NA,18,"Montpellier",1,"Restaurant"
1571,"RU le Jeanne Baret","Avenue rené Cassin",-20.9021,55.483833,"De 11h30 à 13h15","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1571/preview","restauration.nord@crous-reunion.fr","02.62.73.37.00",TRUE,"Site nord","Espèces, IZLY","L'accès à cet espace se fait au niveau de l'entrée principale du restaurant La Bourbonnaise en empruntant le couloir côté droit. Le Jeanne Baret, Le Bourbon Pittoresque partagent leur espace d'accueil d'une capacité de 800 places assises.",TRUE,NA,29,"La Réunion",5,"Brasserie"
104,"Cafet' Arsenal","2 boulevard Armand Duportal, 31000 Toulouse",43.605503,1.4357214,"Du lundi au vendredi de 7h45 à 17h30, Attention, ces horaires sont susceptibles d'évoluer.","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/104/preview","restaurant.arsenal@crous-toulouse.fr","05.62.25.62.71",TRUE,"Toulouse","Carte bancaire, IZLY","Métro ligne B - Station Compans-Caffarelli., Métro ligne A station Capitole, Bus 16, 70, 71",TRUE,NA,5,"Toulouse",2,"Cafétéria"
1161,"R.U. d'Arras","9 rue du Temple, 62000 ARRAS",50.28378,2.793054,"11h15 - 13h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1161/preview","restaurant.arras@crous-lille.fr","03.74.09.11.98",TRUE,"Arras","IZLY","",TRUE,NA,16,"Lille",1,"Restaurant"
1272,"Le Crous Gourmand (Campus Pont de Bois)","2 rue du Barreau , 59650 VILLENEUVE D'ASCQ",50.62848,3.12793,"10h00-15h00","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(FALSE, FALSE, FALSE, FALSE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1272/preview","restaurant.flers@crous-lille.fr","03.74.09.11.71",TRUE,"Villeneuve d'ascq (pont de bois)","Carte bancaire, IZLY","Métro Pont de Bois",TRUE,NA,16,"Lille",2,"Cafétéria"
1273,"Cafét des sports","180 avenue Gaston Berger , 59000 LILLE",50.613922,3.081877,"7h30 - 14h30","c(""Lundi"", ""Mardi"", ""Mercredi"", ""Jeudi"", ""Vendredi"", ""Samedi"", ""Dimanche""), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(TRUE, TRUE, TRUE, TRUE, TRUE, FALSE, FALSE), c(FALSE, FALSE, FALSE, FALSE, FALSE, FALSE, FALSE)","https://api.croustillant.menu/v1/restaurants/1273/preview","restaurant.chatelet@crous-lille.fr","03.74.09.13.13",TRUE,"Lille (ronchin)","Carte bancaire, IZLY","Metro Porte de Douai",TRUE,NA,16,"Lille",2,"Cafétéria"
